CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Cross Street 1,Cross Street 2,IxN Corner,GF Permit Application ID,Location
LINK-000221,Manhattan,104,3,40.73943218,-73.99547509,Live,595 6 AVENUE,10011,mn-04-123136,04/05/2018 12:00:00 AM,02/04/2018 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1014657,1007930033,1008100,WEST 17 STREET,WEST 18 STREET,NW,,"(40.73943218, -73.99547509)"
LINK-018115,Brooklyn,303,36,40.67975193,-73.93910101,Live,1546 FULTON STREET,11213,bk-03-145759,04/05/2017 12:00:00 AM,03/02/2017 12:00:00 AM,Crown Heights North,3053854,3018640029,3027100,ALBANY AVENUE,THROOP AVENUE,MIDBLOCK,81525,"(40.67975193, -73.93910101)"
LINK-010681,Manhattan,107,6,40.79280441,-73.96770405,Live,730 COLUMBUS AVENUE,10025,mn-07-120603,05/31/2018 12:00:00 AM,01/26/2018 12:00:00 AM,Upper West Side,1082743,1012260029,1018100,WEST 95 STREET,WEST 96 STREET,MIDBLOCK,,"(40.79280441, -73.96770405)"
LINK-013356,Manhattan,110,9,40.81136226,-73.95015967,Live,2366 FREDERICK DOUGLASS BOULEVARD,10027,mn-10-120001,07/20/2017 12:00:00 AM,04/07/2017 12:00:00 AM,Central Harlem North-Polo Grounds,1058677,1019320061,1022400,WEST 127 STREET,WEST 126 STREET,SE,,"(40.81136226, -73.95015967)"
LINK-008245,Manhattan,103,2,40.73023165,-73.98926217,Live,35 3 AVENUE,10003,mn-03-138537,10/21/2016 12:00:00 AM,09/18/2016 12:00:00 AM,East Village,1006764,1004650001,1004000,EAST 9 STREET,EAST 10 STREET,NE,,"(40.73023165, -73.98926217)"
LINK-011179,Manhattan,106,4,40.74739525,-73.97382819,Live,712 2 AVENUE,10016,mn-06-134657,05/17/2018 12:00:00 AM,03/18/2018 12:00:00 AM,Murray Hill-Kips Bay,1021921,1009440001,1007800,EAST 38 STREET,EAST 39 STREET,NE,,"(40.74739525, -73.97382819)"
LINK-021138,Brooklyn,301,34,40.70957163,-73.95070637,Live,1 TEN EYCK STREET,11206,bk-01-146047,03/29/2018 12:00:00 AM,12/19/2017 12:00:00 AM,North Side-South Side,3069651,3027910001,3051300,UNION AVENUE,LORIMER STREET,NE,81977,"(40.70957163, -73.95070637)"
LINK-002455,Brooklyn,309,35,40.6688,-73.958717,Live,856 FRANKLIN AVENUE,11225,bk-09-126619,12/05/2016 12:00:00 AM,11/11/2016 12:00:00 AM,Crown Heights South,3029704,3011880044,3021300,PRESIDENT STREET,CARROLL STREET,SW,,"(40.6688, -73.958717)"
LINK-013122,Manhattan,110,9,40.82159551,-73.9426993,Live,2690 FREDERICK DOUGLASS BOULEVARD,10030,mn-10-119898,02/22/2017 12:00:00 AM,01/25/2017 12:00:00 AM,Central Harlem North-Polo Grounds,1060431,1020290001,1023200,WEST 143 STREET,WEST 144 STREET,NE,,"(40.82159551, -73.9426993)"
LINK-012772,Manhattan,106,2,40.7385025,-73.98061045,Live,415 2 AVENUE,10010,mn-06-135228,12/05/2017 12:00:00 AM,09/26/2017 12:00:00 AM,Gramercy,1078779,1009040029,1006400,EAST 24 STREET,EAST 23 STREET,NE,,"(40.7385025, -73.98061045)"
LINK-000242,Manhattan,106,2,40.73534819,-73.98584567,Live,188 3 AVENUE,10003,mn-06-133521,01/19/2016 12:00:00 AM,12/28/2015 12:00:00 AM,Gramercy,1017853,1008730033,1005000,EAST 17 STREET,EAST 18 STREET,NW,,"(40.73534819, -73.98584567)"
LINK-003235,Manhattan,103,2,40.728027,-73.987965,Live,118 2 AVENUE,10003,mn-03-123814,09/13/2016 12:00:00 AM,07/20/2016 12:00:00 AM,East Village,1006307,1004490001,1003800,EAST 7 STREET,ST MARKS PLACE,NE,,"(40.728027, -73.987965)"
LINK-006143,Brooklyn,302,33,40.69059444,-73.9879984,Live,141 LIVINGSTON STREET,11201,bk-02-126847,05/03/2017 12:00:00 AM,02/24/2017 12:00:00 AM,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3000428,3001540028,3003700,SMITH STREET,BOERUM PLACE,NW,,"(40.69059444, -73.9879984)"
LINK-003313,Manhattan,105,4,40.76052662,-73.9835375,Live,745 7 AVENUE,10019,mn-05-134283,05/31/2017 12:00:00 AM,04/15/2017 12:00:00 AM,Midtown-Midtown South,1084667,1010020001,1012500,WEST 49 STREET,WEST 50 STREET,NE,,"(40.76052662, -73.9835375)"
LINK-013185,Manhattan,105,2,40.736141,-73.989183,Live,38 UNION SQUARE EAST,10003,mn-05-123155,02/09/2018 12:00:00 AM,11/18/2017 12:00:00 AM,Gramercy,1017819,1008720001,1005000,EAST 16 STREET,EAST 17 STREET,NE,,"(40.736141, -73.989183)"
LINK-003249,Manhattan,103,1,40.71990707,-73.99406649,Live,169 BOWERY,10002,mn-03-108589,08/19/2016 12:00:00 AM,07/12/2016 12:00:00 AM,Chinatown,1005660,1004240010,1001800,DELANCEY STREET,BROOME STREET,SE,,"(40.71990707, -73.99406649)"
LINK-000046,Brooklyn,302,33,40.68521833,-73.98086659,Live,46 3 AVENUE,11217,bk-02-125833,01/08/2018 12:00:00 AM,09/30/2017 12:00:00 AM,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3000981,3001850025,3003900,ATLANTIC AVENUE,PACIFIC STREET,SW,,"(40.68521833, -73.98086659)"
LINK-019776,Queens,402,26,40.7481039,-73.93995198,Live,27-35 JACKSON AVENUE,11101,qu-02-145926,10/18/2017 12:00:00 AM,09/16/2017 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4005127,4004320008,4001900,DUTCH KILLS STREET,QUEENS STREET,MIDBLOCK,81756,"(40.7481039, -73.93995198)"
LINK-021265,Brooklyn,301,34,40.71684975,-73.96084076,Live,185 BERRY STREET,11249,bk-01-146001,02/01/2018 12:00:00 AM,11/22/2017 12:00:00 AM,North Side-South Side,3062367,3023510006,3055300,NORTH 4 STREET,NORTH 3 STREET,SW,81941,"(40.71684975, -73.96084076)"
LINK-010882,Manhattan,108,4,40.76974939,-73.96676342,Live,22 EAST 69 STREET,10065,mn-08-121142,10/18/2018 12:00:00 AM,02/03/2018 12:00:00 AM,Upper East Side-Carnegie Hill,1041276,1013830050,1012200,MADISON AVENUE,PARK AVENUE,SE,,"(40.76974939, -73.96676342)"
LINK-018225,Bronx,201,8,40.81244091,-73.92925029,Live,200 EAST 138 STREET,10451,bx-01-145917,10/19/2017 12:00:00 AM,08/31/2017 12:00:00 AM,Mott Haven-Port Morris,2094027,2023220028,2005100,PARK AVENUE,CANAL STREET WEST,SE,81625,"(40.81244091, -73.92925029)"
LINK-008227,Manhattan,103,2,40.732039,-73.987938,Live,91 3 AVENUE,10003,mn-03-123816,04/10/2017 12:00:00 AM,02/11/2017 12:00:00 AM,East Village,1006851,1004680001,1004000,EAST 12 STREET,EAST 13 STREET,NE,,"(40.732039, -73.987938)"
LINK-010797,Manhattan,107,6,40.79270287,-73.97148731,Live,700 AMSTERDAM AVENUE,10025,mn-07-120611,12/20/2016 12:00:00 AM,11/02/2016 12:00:00 AM,Upper West Side,1033650,1012410036,1017900,WEST 93 STREET,WEST 94 STREET,SW,,"(40.79270287, -73.97148731)"
LINK-000907,Manhattan,111,8,40.79783525,-73.94025621,Live,2120 3 AVENUE,10029,mn-11-107218,03/22/2016 12:00:00 AM,03/05/2016 12:00:00 AM,East Harlem North,1084329,1016430040,1018200,EAST 116 STREET,EAST 115 STREET,SW,,"(40.79783525, -73.94025621)"
LINK-000539,Manhattan,104,3,40.76224616,-73.98629301,Live,825 8 AVENUE,10019,mn-04-122595,04/27/2016 12:00:00 AM,03/06/2016 12:00:00 AM,Clinton,1076203,1010400029,1012700,WEST 50 STREET,WEST 49 STREET,SW,,"(40.76224616, -73.98629301)"
LINK-003230,Manhattan,103,2,40.729236,-73.987081,Live,146 2 AVENUE,10003,mn-03-123812,11/30/2016 12:00:00 AM,11/05/2016 12:00:00 AM,East Village,1077563,1004510001,1004000,EAST 9 STREET,EAST 10 STREET,NE,,"(40.729236, -73.987081)"
LINK-000971,Manhattan,107,6,40.78392,-73.979708,Live,2220 BROADWAY,10024,mn-07-121229,09/30/2016 12:00:00 AM,09/08/2016 12:00:00 AM,Upper West Side,1032624,1012270013,1016700,WEST 79 STREET,WEST 80 STREET,NE,,"(40.78392, -73.979708)"
LINK-021516,Brooklyn,306,39,40.667873,-73.987509,Live,482 5 AVENUE,11215,bk-06-145873,08/22/2017 12:00:00 AM,07/20/2017 12:00:00 AM,Park Slope-Gowanus,3022889,3010220046,3013900,11 STREET,12 STREET,SW,81826,"(40.667873, -73.987509)"
LINK-000852,Manhattan,108,4,40.7724771,-73.95876684,Live,1330 3 AVENUE,10021,mn-08-134742,03/24/2016 12:00:00 AM,03/05/2016 12:00:00 AM,Upper East Side-Carnegie Hill,1043176,1014110033,1012800,EAST 76 STREET,EAST 77 STREET,NW,,"(40.7724771, -73.95876684)"
LINK-020949,Queens,401,22,40.77203314,-73.92577772,Live,21-04 NEWTOWN AVENUE,11102,qu-01-146087,06/28/2018 12:00:00 AM,05/19/2018 12:00:00 AM,Old Astoria,4458141,4005430015,4007100,ASTORIA BOULEVARD,23 STREET,SW,82225,"(40.77203314, -73.92577772)"
LINK-005877,Manhattan,109,7,40.824578,-73.952134,Live,600 WEST 142 STREET,10031,mn-09-120359,07/20/2016 12:00:00 AM,07/08/2016 12:00:00 AM,Hamilton Heights,1062331,1020880098,1022500,BROADWAY,RIVERSIDE DRIVE,SW,,"(40.824578, -73.952134)"
LINK-021921,Brooklyn,305,37,40.68406084,-73.87053741,Live,3386 FULTON STREET,11208,bk-05-145941,11/21/2017 12:00:00 AM,09/29/2017 12:00:00 AM,Cypress Hills-City Line,3327234,3041480037,3118400,CRESCENT STREET,HEMLOCK STREET,MIDBLOCK,81898,"(40.68406084, -73.87053741)"
LINK-013169,Manhattan,110,9,40.8201217,-73.94377622,Live,2640 FREDERICK DOUGLASS BOULEVARD,10030,mn-10-137208,12/16/2016 12:00:00 AM,11/17/2016 12:00:00 AM,Central Harlem North-Polo Grounds,1060395,1020260001,1023000,WEST 141 STREET,WEST 140 STREET,SE,,"(40.8201217, -73.94377622)"
LINK-014604,Queens,404,25,40.74660883,-73.89236832,Live,40-02 73 STREET,11377,qu-04-136003,04/09/2018 12:00:00 AM,07/08/2017 12:00:00 AM,Elmhurst-Maspeth,4030419,4013040043,4026500,ROOSEVELT AVENUE,41 AVENUE,SW,,"(40.74660883, -73.89236832)"
LINK-013881,Manhattan,104,3,40.76232841,-73.99364234,Live,653 10 AVENUE,10036,mn-04-122456,03/19/2018 12:00:00 AM,10/07/2017 12:00:00 AM,Clinton,1026966,1010750029,1012900,WEST 46 STREET,WEST 47 STREET,NW,,"(40.76232841, -73.99364234)"
LINK-012769,Manhattan,107,6,40.79044448,-73.96915525,Installed,661 COLUMBUS AVENUE,10025,mn-07-135057,,05/01/2018 12:00:00 AM,Upper West Side,1031627,1012060001,1017700,WEST 92 STREET,WEST 93 STREET,NE,,"(40.79044448, -73.96915525)"
LINK-000922,Manhattan,107,3,40.76983868,-73.98250198,Live,10 WEST 61 STREET,10023,mn-07-133518,09/30/2016 12:00:00 AM,04/30/2016 12:00:00 AM,Lincoln Square,1027193,1011130047,1014500,BROADWAY,COLUMBUS AVENUE,SW,,"(40.76983868, -73.98250198)"
LINK-000563,Manhattan,104,3,40.76243064,-73.98615577,Live,831 8 AVENUE,10019,mn-04-142000,06/22/2016 12:00:00 AM,05/14/2016 12:00:00 AM,Clinton,1085727,1010410029,1013300,WEST 50 STREET,WEST 51 STREET,NW,,"(40.76243064, -73.98615577)"
LINK-001697,Manhattan,109,7,40.82531855,-73.95148795,Live,3501 BROADWAY,10031,mn-09-135619,08/18/2017 12:00:00 AM,06/17/2017 12:00:00 AM,Hamilton Heights,1062361,1020900029,1022900,WEST 143 STREET,WEST 144 STREET,NW,,"(40.82531855, -73.95148795)"
LINK-000552,Manhattan,104,3,40.764744,-73.98447,Live,907 8 AVENUE,10019,mn-04-139460,04/15/2016 12:00:00 AM,03/10/2016 12:00:00 AM,Clinton,1025400,1010447501,1013300,WEST 54 STREET,WEST 53 STREET,SW,,"(40.764744, -73.98447)"
LINK-000758,Manhattan,105,4,40.76246695,-73.97235756,Live,598 MADISON AVENUE,10022,mn-05-134168,06/07/2017 12:00:00 AM,04/30/2017 12:00:00 AM,Midtown-Midtown South,1036060,1012930016,1011202,EAST 57 STREET,EAST 58 STREET,NW,,"(40.76246695, -73.97235756)"
LINK-019902,Queens,404,25,40.74356322,-73.88378879,Live,81-02 PETTIT AVENUE,11373,qu-04-145899,08/31/2017 12:00:00 AM,08/05/2017 12:00:00 AM,Elmhurst,4037311,4015090041,4026902,BROADWAY,LAYTON STREET,NE,81843,"(40.74356322, -73.88378879)"
LINK-000333,Manhattan,106,4,40.754092,-73.97218,Live,760 3 AVENUE,10017,mn-06-133473,02/22/2016 12:00:00 AM,02/08/2016 12:00:00 AM,Turtle Bay-East Midtown,1036217,1013020033,1009200,EAST 47 STREET,EAST 48 STREET,NW,,"(40.754092, -73.97218)"
LINK-005220,Manhattan,109,7,40.824646,-73.947909,Live,1701 AMSTERDAM AVENUE,10031,mn-09-135240,05/11/2018 12:00:00 AM,11/22/2017 12:00:00 AM,Hamilton Heights,1061300,1020590032,1022700,WEST 144 STREET,WEST 145 STREET,NE,,"(40.824646, -73.947909)"
LINK-000891,Manhattan,108,5,40.78466254,-73.94987392,Live,1700 3 AVENUE,10128,mn-08-119829,04/01/2016 12:00:00 AM,02/27/2016 12:00:00 AM,Upper East Side-Carnegie Hill,1048492,1015240023,1015801,EAST 95 STREET,EAST 96 STREET,NE,,"(40.78466254, -73.94987392)"
LINK-014063,Queens,409,32,40.6952564,-73.84283995,Live,104-13 JAMAICA AVENUE,11418,qu-09-104094,06/26/2017 12:00:00 AM,06/03/2017 12:00:00 AM,Richmond Hill,4192008,4092000044,4002600,104 STREET,105 STREET,NE,,"(40.6952564, -73.84283995)"
LINK-002680,Manhattan,101,1,40.71724104,-74.00173929,Live,80 LAFAYETTE STREET,10013,mn-01-137333,07/21/2016 12:00:00 AM,07/13/2016 12:00:00 AM,SoHo-TriBeCa-Civic Center-Little Italy,1001870,1001720020,1003100,WHITE STREET,FRANKLIN STREET,SW,,"(40.71724104, -74.00173929)"
LINK-010696,Manhattan,107,6,40.78240982,-73.97899987,Installed,376 AMSTERDAM AVENUE,10024,mn-07-121208,,02/17/2018 12:00:00 AM,Upper West Side,1030888,1011697501,1016300,WEST 77 STREET,WEST 78 STREET,SW,,"(40.78240982, -73.97899987)"
LINK-003912,Manhattan,107,7,40.79847664,-73.96726529,Live,876 AMSTERDAM AVENUE,10025,mn-07-120534,06/27/2017 12:00:00 AM,04/07/2017 12:00:00 AM,Upper West Side,1079429,1018740029,1019100,WEST 103 STREET,WEST 102 STREET,SW,,"(40.79847664, -73.96726529)"
LINK-000292,Manhattan,106,2,40.745116,-73.978416,Live,489 3 AVENUE,10016,mn-06-121502,02/19/2016 12:00:00 AM,02/06/2016 12:00:00 AM,Murray Hill-Kips Bay,1020103,1009140001,1007000,EAST 33 STREET,EAST 34 STREET,NE,,"(40.745116, -73.978416)"
LINK-006041,Manhattan,112,7,40.83424538,-73.94115905,Live,2002 AMSTERDAM AVENUE,10032,mn-12-111803,07/21/2016 12:00:00 AM,07/15/2016 12:00:00 AM,Washington Heights South,1062798,1021180042,1024500,WEST 159 STREET,WEST 160 STREET,NW,,"(40.83424538, -73.94115905)"
LINK-013228,Manhattan,110,9,40.80918643,-73.94859133,Live,201 WEST 125 STREET,10027,mn-10-119952,12/16/2016 12:00:00 AM,10/26/2016 12:00:00 AM,Central Harlem South,1058660,1019310027,1022200,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,NW,,"(40.80918643, -73.94859133)"
LINK-014191,Manhattan,108,5,40.7638554,-73.95875952,Live,1220 1 AVENUE,10065,mn-08-107873,03/06/2018 12:00:00 AM,12/07/2017 12:00:00 AM,Lenox Hill-Roosevelt Island,1089354,1014600047,1011600,EAST 66 STREET,EAST 65 STREET,SE,,"(40.7638554, -73.95875952)"
LINK-011173,Queens,403,21,40.74816825,-73.87951058,Live,86-23 ROOSEVELT AVENUE,11372,qu-03-134084,10/04/2017 12:00:00 AM,08/31/2017 12:00:00 AM,Jackson Heights,4036259,4014740037,4027900,87 STREET,86 STREET,NW,,"(40.74816825, -73.87951058)"
LINK-010328,Brooklyn,309,35,40.66416648,-73.95091962,Live,991 NOSTRAND AVENUE,11225,bk-09-130021,04/13/2017 12:00:00 AM,02/23/2017 12:00:00 AM,Crown Heights South,3324553,3013090001,3031900,EMPIRE BOULEVARD,SULLIVAN PLACE,NE,,"(40.66416648, -73.95091962)"
LINK-001353,Bronx,207,14,40.86732884,-73.89719293,Live,2 EAST KINGSBRIDGE ROAD,10468,bx-07-119749,02/08/2017 12:00:00 AM,01/25/2017 12:00:00 AM,Bedford Park-Fordham North,2014134,2031910030,2040100,JEROME AVENUE,MORRIS AVENUE,SE,,"(40.86732884, -73.89719293)"
LINK-000278,Manhattan,106,2,40.742007,-73.98068,Live,395 3 AVENUE,10016,mn-06-121496,05/17/2016 12:00:00 AM,04/23/2016 12:00:00 AM,Murray Hill-Kips Bay,1019888,1009090001,1006600,EAST 28 STREET,EAST 29 STREET,NE,,"(40.742007, -73.98068)"
LINK-015044,Manhattan,107,6,40.792132,-73.973409,Live,2482 BROADWAY,10025,mn-07-133634,05/31/2018 12:00:00 AM,04/10/2018 12:00:00 AM,Upper West Side,1033612,1012400024,1017900,WEST 92 STREET,WEST 93 STREET,NE,,"(40.792132, -73.973409)"
LINK-021119,Brooklyn,301,34,40.71522663,-73.96274067,Live,230 BERRY STREET,11249,bk-01-146012,03/29/2018 12:00:00 AM,11/30/2017 12:00:00 AM,North Side-South Side,3398694,3023790024,3055500,GRAND STREET,NORTH 1 STREET,NW,81928,"(40.71522663, -73.96274067)"
LINK-011778,Queens,402,26,40.74549641,-73.95296626,Live,46-45 VERNON BOULEVARD,11101,qu-02-125015,06/28/2018 12:00:00 AM,04/28/2018 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4311868,4000470001,4000700,VERNON BOULEVARD,11 STREET,NE,,"(40.74549641, -73.95296626)"
LINK-010991,Manhattan,101,1,40.72311759,-74.00813878,Live,195 HUDSON STREET,10013,mn-01-137026,11/15/2017 12:00:00 AM,08/05/2017 12:00:00 AM,SoHo-TriBeCa-Civic Center-Little Italy,1002857,1002227502,1003900,DESBROSSES STREET,VESTRY STREET,SW,,"(40.72311759, -74.00813878)"
LINK-010673,Manhattan,105,2,40.74425922,-73.98324818,Live,435 PARK AVENUE SOUTH,10016,mn-05-136186,04/24/2018 12:00:00 AM,09/24/2017 12:00:00 AM,Murray Hill-Kips Bay,1018294,1008850091,1007200,EAST 30 STREET,EAST 29 STREET,E,,"(40.74425922, -73.98324818)"
LINK-013841,Manhattan,101,1,40.71780497,-74.00581491,Live,250 CHURCH STREET,10013,mn-01-122275,05/24/2018 12:00:00 AM,04/19/2018 12:00:00 AM,SoHo-TriBeCa-Civic Center-Little Italy,1001971,1001770002,1003300,LEONARD STREET,FRANKLIN STREET,NW,,"(40.71780497, -74.00581491)"
LINK-021107,Brooklyn,301,34,40.71086983,-73.95131072,Live,500 GRAND STREET,11211,bk-01-145997,04/10/2018 12:00:00 AM,11/17/2017 12:00:00 AM,North Side-South Side,3062881,3024000008,3051300,UNION AVENUE,HOOPER STREET,SW,81944,"(40.71086983, -73.95131072)"
LINK-012026,Manhattan,112,10,40.835586,-73.939589,Live,450 WEST 162 STREET,10032,mn-12-120468,12/12/2016 12:00:00 AM,11/19/2016 12:00:00 AM,Washington Heights South,1062575,1021090088,1024301,JUAN PABLO BOULEVARD,JUMEL TERRACE,SE,,"(40.835586, -73.939589)"
LINK-000986,Manhattan,107,6,40.78561298,-73.97843851,Live,2276 BROADWAY,10024,mn-07-143295,07/20/2017 12:00:00 AM,06/19/2017 12:00:00 AM,Upper West Side,1032695,1012290045,1016700,WEST 82 STREET,WEST 81 STREET,SE,,"(40.78561298, -73.97843851)"
LINK-011059,Queens,403,21,40.74831104,-73.87816548,Live,88-03 ROOSEVELT AVENUE,11372,qu-03-136452,09/08/2017 12:00:00 AM,08/19/2017 12:00:00 AM,Jackson Heights,4307356,4014760107,4027700,88 STREET,89 STREET,NE,,"(40.74831104, -73.87816548)"
LINK-000679,Manhattan,106,4,40.7550884,-73.97327607,Live,511 LEXINGTON AVENUE,10017,mn-06-136697,01/31/2019 12:00:00 AM,08/07/2018 12:00:00 AM,Turtle Bay-East Midtown,1036219,1013020051,1009200,EAST 48 STREET,EAST 47 STREET,SE,,"(40.7550884, -73.97327607)"
LINK-012236,Manhattan,108,5,40.77814082,-73.9525944,Live,238 EAST 86 STREET,10028,mn-08-134746,02/01/2017 12:00:00 AM,11/04/2016 12:00:00 AM,Yorkville,1000000,1015310029,1014601,2 AVENUE,3 AVENUE,MIDBLOCK,,"(40.77814082, -73.9525944)"
LINK-008200,Manhattan,102,3,40.72533498,-74.00755377,Live,284 HUDSON STREET,10013,mn-02-123595,12/29/2016 12:00:00 AM,11/17/2016 12:00:00 AM,SoHo-TriBeCa-Civic Center-Little Italy,1009736,1005790002,1003700,DOMINICK STREET,SPRING STREET,NE,,"(40.72533498, -74.00755377)"
LINK-000535,Manhattan,105,3,40.761094,-73.986828,Live,790 8 AVENUE,10019,mn-05-122586,04/12/2016 12:00:00 AM,03/24/2016 12:00:00 AM,Midtown-Midtown South,1024771,1010207501,1012500,WEST 48 STREET,WEST 49 STREET,NE,,"(40.761094, -73.986828)"
LINK-011461,Bronx,201,17,40.81886036,-73.91424246,Live,2991 3 AVENUE,10455,bx-01-123217,03/06/2017 12:00:00 AM,01/21/2017 12:00:00 AM,Melrose South-Mott Haven North,2089847,2023750043,2006700,EAST 154 STREET,EAST 153 STREET,SW,,"(40.81886036, -73.91424246)"
LINK-012297,Manhattan,108,5,40.76094634,-73.96139743,Live,344 EAST 61 STREET,10065,mn-08-138568,06/15/2018 12:00:00 AM,04/18/2018 12:00:00 AM,Lenox Hill-Roosevelt Island,1044211,1014350030,1011000,1 AVENUE,ED KOCH QUEENSBORO BRIDGE EXIT,SW,,"(40.76094634, -73.96139743)"
LINK-014272,Manhattan,112,10,40.85642084,-73.92841499,Live,1614 ST. NICHOLAS AVENUE,10040,mn-12-113582,02/20/2018 12:00:00 AM,12/01/2017 12:00:00 AM,Washington Heights North,1063868,1021610017,1027700,WEST 192 STREET,WEST 193 STREET,E,,"(40.85642084, -73.92841499)"
LINK-000374,Manhattan,106,2,40.738827,-73.982886,Live,201 EAST 23 STREET,10010,mn-06-121490,04/24/2018 12:00:00 AM,10/28/2017 12:00:00 AM,Gramercy,1082135,1009040001,1006400,3 AVENUE,2 AVENUE,NE,,"(40.738827, -73.982886)"
LINK-000513,Manhattan,104,3,40.75364209,-73.99256281,Live,523 8 AVENUE,10018,mn-04-108109,04/12/2016 12:00:00 AM,03/24/2016 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1013597,1007600038,1011100,WEST 36 STREET,WEST 37 STREET,NW,,"(40.75364209, -73.99256281)"
LINK-004816,Manhattan,109,7,40.809965,-73.958889,Live,1238 AMSTERDAM AVENUE,10027,mn-09-120545,09/28/2016 12:00:00 AM,07/30/2016 12:00:00 AM,Morningside Heights,1059647,1019750029,1020300,WEST 121 STREET,WEST 120 STREET,SW,,"(40.809965, -73.958889)"
LINK-003241,Manhattan,103,2,40.726049,-73.989403,Live,68 2 AVENUE,10003,mn-03-137382,09/15/2016 12:00:00 AM,09/02/2016 12:00:00 AM,East Village,1006168,1004450009,1003800,EAST 4 STREET,EAST 3 STREET,SE,,"(40.726049, -73.989403)"
LINK-021262,Brooklyn,301,33,40.72250424,-73.9592022,Live,43 NORTH 11 STREET,11249,bk-01-146018,02/02/2018 12:00:00 AM,12/08/2017 12:00:00 AM,North Side-South Side,3329916,3022880001,3055700,KENT AVENUE,WYTHE AVENUE,NE,81975,"(40.72250424, -73.9592022)"
LINK-014248,Queens,401,22,40.76743258,-73.92268748,Live,29-24 30 AVENUE,11102,qu-01-108362,10/09/2017 12:00:00 AM,09/16/2017 12:00:00 AM,Old Astoria,4007621,4005920025,4007300,29 STREET,30 STREET,MIDBLOCK,,"(40.76743258, -73.92268748)"
LINK-021509,Brooklyn,306,39,40.675254,-73.981469,Live,615 CARROLL STREET,11215,bk-06-145895,09/11/2017 12:00:00 AM,07/27/2017 12:00:00 AM,Park Slope-Gowanus,3259252,3009590084,3013300,5 AVENUE,4 AVENUE,NW,81819,"(40.675254, -73.981469)"
LINK-001749,Staten Island,502,50,40.576541,-74.103479,Live,2212 HYLAN BOULEVARD,10306,si-02-125465,07/19/2018 12:00:00 AM,07/12/2018 12:00:00 AM,New Dorp-Midland Beach,5136036,5036920006,5011202,LINCOLN AVENUE,ZWICKY AVENUE,SE,,"(40.576541, -74.103479)"
LINK-013347,Manhattan,110,9,40.81629802,-73.94655805,Live,2534 FREDERICK DOUGLASS BOULEVARD,10030,mn-10-119881,12/02/2016 12:00:00 AM,10/29/2016 12:00:00 AM,Central Harlem North-Polo Grounds,1084056,1019400061,1022800,WEST 135 STREET,WEST 134 STREET,SE,,"(40.81629802, -73.94655805)"
LINK-010930,Manhattan,112,10,40.84468912,-73.93725917,Live,1279 ST. NICHOLAS AVENUE,10033,mn-12-120767,10/11/2018 12:00:00 AM,02/17/2018 12:00:00 AM,Washington Heights South,1063524,1021430013,1026300,WEST 174 STREET,WEST 173 STREET,SW,,"(40.84468912, -73.93725917)"
LINK-010766,Manhattan,108,4,40.77945381,-73.95968089,Live,36 EAST 84 STREET,10028,mn-08-121049,03/29/2018 12:00:00 AM,11/18/2017 12:00:00 AM,Upper East Side-Carnegie Hill,1046787,1014950049,1014200,MADISON AVENUE,PARK AVENUE,SE,,"(40.77945381, -73.95968089)"
LINK-000838,Manhattan,108,4,40.76910162,-73.96132436,Live,176 EAST 71 STREET,10021,mn-08-120994,11/08/2016 12:00:00 AM,10/15/2016 12:00:00 AM,Upper East Side-Carnegie Hill,1042740,1014050040,1012800,3 AVENUE,LEXINGTON AVENUE,SW,,"(40.76910162, -73.96132436)"
LINK-010338,Queens,401,22,40.75859125,-73.91801561,Live,41-01 BROADWAY,11103,qu-01-143435,07/10/2017 12:00:00 AM,05/12/2017 12:00:00 AM,Astoria,4011161,4006790007,4015500,41 STREET,42 STREET,NE,,"(40.75859125, -73.91801561)"
LINK-001113,Queens,409,29,40.69984112,-73.83093211,Live,87-10 LEFFERTS BOULEVARD,11418,qu-09-124790,06/06/2017 12:00:00 AM,05/12/2017 12:00:00 AM,Richmond Hill,4195916,4093280008,4012200,JAMAICA AVENUE,89 AVENUE,SW,,"(40.69984112, -73.83093211)"
LINK-010617,Manhattan,104,3,40.75196913,-74.00491217,Live,279 11 AVENUE,10001,mn-04-140359,06/27/2017 12:00:00 AM,05/26/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1079184,1006730001,1009900,WEST 28 STREET,WEST 27 STREET,SW,,"(40.75196913, -74.00491217)"
LINK-012510,Manhattan,107,6,40.77496988,-73.98107921,Live,130 WEST 68 STREET,10023,mn-07-137400,11/23/2016 12:00:00 AM,10/22/2016 12:00:00 AM,Lincoln Square,1084564,1011397503,1015300,COLUMBUS AVENUE,BROADWAY,SW,,"(40.77496988, -73.98107921)"
